Year,Yearday,Station,Event,EventLabel,Latitude,Longitude,Depth,Variable,Value,waterMass
2017,220,N4,22,PS107_33_06,79.8736,4.51167,10,chl_a,1.244,Atlantic
2017,220,N4,22,PS107_33_06,79.8736,4.51167,10,POC,11.9308333333333,Atlantic
2017,220,N4,22,PS107_33_06,79.8736,4.51167,10,PON,1.86642857142857,Atlantic
2017,220,N4,22,PS107_33_06,79.8736,4.51167,25,chl_a,1.916,Atlantic
2017,220,N4,22,PS107_33_06,79.8736,4.51167,25,POC,12.12,Atlantic
2017,220,N4,22,PS107_33_06,79.8736,4.51167,25,PON,2.02357142857143,Atlantic
2017,220,N4,22,PS107_33_06,79.8736,4.51167,35,chl_a,0.745,Atlantic
2017,220,N4,22,PS107_33_06,79.8736,4.51167,35,POC,4.52583333333333,Atlantic
2017,220,N4,22,PS107_33_06,79.8736,4.51167,35,PON,0.655714285714286,Atlantic
2017,220,N4,22,PS107_33_06,79.8736,4.51167,50,chl_a,0.262,Atlantic
2017,220,N4,22,PS107_33_06,79.8736,4.51167,50,POC,2.59083333333333,Atlantic
2017,220,N4,22,PS107_33_06,79.8736,4.51167,50,PON,0.353571428571429,Atlantic
2017,220,N4,22,PS107_33_06,79.8736,4.51167,100,chl_a,0.007,Atlantic
2017,220,N4,22,PS107_33_06,79.8736,4.51167,100,POC,2.405,Atlantic
2017,220,N4,22,PS107_33_06,79.8736,4.51167,100,PON,0.270714285714286,Atlantic
2017,221,N5,23,PS107_34_05,80.0047,3.04833,10,chl_a,1.238,Arctic
2017,221,N5,23,PS107_34_05,80.0047,3.04833,10,POC,18.535,Arctic
2017,221,N5,23,PS107_34_05,80.0047,3.04833,10,PON,2.86714285714286,Arctic
2017,221,N5,23,PS107_34_05,80.0047,3.04833,20,chl_a,2.571,Arctic
2017,221,N5,23,PS107_34_05,80.0047,3.04833,20,POC,20.9441666666667,Arctic
2017,221,N5,23,PS107_34_05,80.0047,3.04833,20,PON,3.31357142857143,Arctic
2017,221,N5,23,PS107_34_05,80.0047,3.04833,30,chl_a,1.595,Arctic
2017,221,N5,23,PS107_34_05,80.0047,3.04833,30,POC,11.2883333333333,Arctic
2017,221,N5,23,PS107_34_05,80.0047,3.04833,30,PON,1.61285714285714,Arctic
2017,221,N5,23,PS107_34_05,80.0047,3.04833,40,chl_a,0.527,Arctic
2017,221,N5,23,PS107_34_05,80.0047,3.04833,40,POC,5.60916666666667,Arctic
2017,221,N5,23,PS107_34_05,80.0047,3.04833,40,PON,0.72,Arctic
2017,221,N5,23,PS107_34_05,80.0047,3.04833,100,chl_a,0.013,Arctic
2017,221,N5,23,PS107_34_05,80.0047,3.04833,100,POC,1.65083333333333,Arctic
2017,221,N5,23,PS107_34_05,80.0047,3.04833,100,PON,0.202857142857143,Arctic
2017,222,N3,24,PS107_36_01,79.6572,5.25944,10,chl_a,0.642,Atlantic
2017,222,N3,24,PS107_36_01,79.6572,5.25944,10,POC,12.3983333333333,Atlantic
2017,222,N3,24,PS107_36_01,79.6572,5.25944,10,PON,1.81785714285714,Atlantic
2017,222,N3,24,PS107_36_01,79.6572,5.25944,28,chl_a,1.227,Atlantic
2017,222,N3,24,PS107_36_01,79.6572,5.25944,28,POC,8.225,Atlantic
2017,222,N3,24,PS107_36_01,79.6572,5.25944,28,PON,1.14071428571429,Atlantic
2017,222,N3,24,PS107_36_01,79.6572,5.25944,35,chl_a,0.158,Atlantic
2017,222,N3,24,PS107_36_01,79.6572,5.25944,35,POC,2.8025,Atlantic
2017,222,N3,24,PS107_36_01,79.6572,5.25944,35,PON,0.342142857142857,Atlantic
2017,222,N3,24,PS107_36_01,79.6572,5.25944,50,chl_a,0.071,Atlantic
2017,222,N3,24,PS107_36_01,79.6572,5.25944,50,POC,2.21416666666667,Atlantic
2017,222,N3,24,PS107_36_01,79.6572,5.25944,50,PON,0.247857142857143,Atlantic
