Cruise,Station,Longitude_E,Latitude_N,Bottle,Depth,NO3_NO2,QF_NO3_NO2,NO3_NO2_stdDev,QF_NO3_NO2_stdDev,NO3_NO2_CF,QF_NO3_NO2_CF,NO3_NO2_C,QF_NO3_NO2_C,NO3_NO2_C_stdDev,QF_NO3_NO2_C_stdDev,PO4,QF_PO4,PO4_stdDev,QF_PO4_stdDev,PO4_CF,QF_PO4_CF,PO4_C,QF_PO4_C,PO4_C_stdDev,QF_PO4_C_stdDev,NO2,QF_NO2,NO2_stdDev,QF_NO2_stdDev,NO2_CF,QF_NO2_CF,NO2_C,QF_NO2_C,NO2_C_stdDev,QF_NO2_C_stdDev,Si_OH4,QF_Si_OH4, Si_OH4_stdDev,QF_Si_OH4_stdDev,Si_OH4_CF,QF_Si_OH4_CF,Si_OH4_C,QF_Si_OH4_C,Si_OH4_C_stdDev,QF_Si_OH4_C_stdDev,NH4,QF_NH4,NH4_stdDev,QF_NH4_stdDev,NH4_CF,QF_NH4_CF,NH4_C,QF_NH4_C,NH4_C_stdDev,QF_NH4_C_stdDev
PS114,038_01,0.0442,80.4876,18,10,0.68,0,0,0,1,0,0.68,0,0,0,0.282,0,0.004,0,0.9429,0,0.265,0,0.003,0,0.01,0,0.001,0,1.0462,0,0.01,0,0.001,0,2.515,0,0.021,0,1.0325,0,2.597,0,0.022,0,0.027,1,0.001,1,0.9441,1,0.025,1,0.001,
PS114,038_01,0.0442,80.4876,17,25,-0.065,0,0.007,0,1,0,-0.065,0,0.007,0,0.131,0,0.004,0,0.9429,0,0.124,0,0.004,0,-0.008,0,0,0,1.0462,0,-0.008,0,0,0,0.82,0,0.014,0,1.0325,0,0.847,0,0.015,0,0.047,1,0.001,1,0.9441,1,0.044,1,0.001,
PS114,038_01,0.0442,80.4876,16,50,4.325,0,0.007,0,1,0,4.325,0,0.007,0,0.48,0,0.001,0,0.9429,0,0.452,0,0.001,0,0.08,0,0.001,0,1.0462,0,0.084,0,0.001,0,1.03,0,0.071,0,1.0325,0,1.063,0,0.073,0,1.408,1,0.017,1,0.9441,1,1.329,1,0.016,
PS114,038_01,0.0442,80.4876,15,80,7.775,0,0.035,0,1,0,7.775,0,0.035,0,0.707,0,0,0,0.9429,0,0.667,0,0,0,0.191,0,0,0,1.0462,0,0.2,0,0,0,2.56,0,0,0,1.0325,0,2.643,0,0,0,1.933,1,0.009,1,0.9441,1,1.825,1,0.009,
PS114,038_01,0.0442,80.4876,14,100,11.51,0,0.014,0,1,0,11.51,0,0.014,0,0.827,0,0.001,0,0.9429,0,0.779,0,0.001,0,0.374,0,0.001,0,1.0462,0,0.391,0,0.001,0,3.63,0,0,0,1.0325,0,3.748,0,0,0,0.833,1,0.013,1,0.9441,1,0.786,1,0.012,
PS114,038_01,0.0442,80.4876,13,150,12.215,0,0.035,0,1,0,12.215,0,0.035,0,0.837,0,0.001,0,0.9429,0,0.789,0,0.001,0,0.013,0,0.002,0,1.0462,0,0.013,0,0.002,0,4.385,0,0.021,0,1.0325,0,4.527,0,0.022,0,-0.002,1,0.015,1,0.9441,1,-0.002,1,0.014,
PS114,038_01,0.0442,80.4876,12,200,11.955,0,0.007,0,1,0,11.955,0,0.007,0,0.83,0,0.001,0,0.9429,0,0.782,0,0.001,0,0.005,0,0,0,1.0462,0,0.005,0,0,0,4.535,0,0.021,0,1.0325,0,4.682,0,0.022,0,-0.052,1,0.003,1,0.9441,1,-0.052,1,0.003,
PS114,038_01,0.0442,80.4876,11,250,11.855,0,0.007,0,1,0,11.855,0,0.007,0,0.829,0,0.003,0,0.9429,0,0.782,0,0.003,0,0.004,0,0,0,1.0462,0,0.004,0,0,0,4.525,0,0.021,0,1.0325,0,4.672,0,0.022,0,-0.042,1,0.003,1,0.9441,1,-0.042,1,0.003,
PS114,038_01,0.0442,80.4876,10,300,11.885,0,0.021,0,1,0,11.885,0,0.021,0,0.827,0,0.001,0,0.9429,0,0.78,0,0.001,0,-0.001,0,0.001,0,1.0462,0,-0.001,0,0.001,0,4.615,0,0.049,0,1.0325,0,4.765,0,0.051,0,-0.054,1,0.001,1,0.9441,1,-0.054,1,0.001,
PS114,038_01,0.0442,80.4876,9,350,12.035,0,0.035,0,1,0,12.035,0,0.035,0,0.839,0,0.004,0,0.9429,0,0.791,0,0.003,0,0.001,0,0,0,1.0462,0,0.001,0,0,0,4.805,0,0.007,0,1.0325,0,4.961,0,0.007,0,-0.051,1,0.002,1,0.9441,1,-0.051,1,0.002,
PS114,038_01,0.0442,80.4876,8,400,12.405,0,0.035,0,1,0,12.405,0,0.035,0,0.863,0,0.004,0,0.9429,0,0.813,0,0.003,0,-0.004,0,0,0,1.0462,0,-0.004,0,0,0,5.305,0,0.021,0,1.0325,0,5.477,0,0.022,0,-0.056,1,0.002,1,0.9441,1,-0.056,1,0.002,
PS114,038_01,0.0442,80.4876,7,475,12.715,0,0.007,0,1,0,12.715,0,0.007,0,0.887,0,0.002,0,0.9429,0,0.836,0,0.002,0,-0.002,0,0.001,0,1.0462,0,-0.002,0,0.001,0,5.52,0,0.028,0,1.0325,0,5.699,0,0.029,0,-0.034,1,0.002,1,0.9441,1,-0.034,1,0.002,
PS114,038_01,0.0442,80.4876,6,500,12.745,0,0.007,0,1,0,12.745,0,0.007,0,0.902,0,0.002,0,0.9429,0,0.85,0,0.002,0,-0.001,0,0.001,0,1.0462,0,-0.001,0,0.001,0,5.54,0,0,0,1.0325,0,5.72,0,0,0,-0.029,1,0.003,1,0.9441,1,-0.029,1,0.003,
PS114,038_01,0.0442,80.4876,5,520,12.835,0,0.035,0,1,0,12.835,0,0.035,0,0.9,0,0.002,0,0.9429,0,0.848,0,0.002,0,-0.002,0,0,0,1.0462,0,-0.002,0,0,0,5.585,0,0.007,0,1.0325,0,5.766,0,0.007,0,-0.052,1,0.001,1,0.9441,1,-0.052,1,0.001,
PS114,038_01,0.0442,80.4876,4,600,12.8,0,0,0,1,0,12.8,0,0,0,0.905,0,0,0,0.9429,0,0.853,0,0,0,-0.009,0,0,0,1.0462,0,-0.009,0,0,0,6.01,0,0,0,1.0325,0,6.205,0,0,0,-0.056,1,0.001,1,0.9441,1,-0.056,1,0.001,
PS114,038_01,0.0442,80.4876,3,650,12.83,0,0,0,1,0,12.83,0,0,0,0.911,0,0.003,0,0.9429,0,0.859,0,0.003,0,-0.009,0,0.001,0,1.0462,0,-0.009,0,0.001,0,6.195,0,0.078,0,1.0325,0,6.396,0,0.08,0,-0.045,1,0.008,1,0.9441,1,-0.045,1,0.008,
PS114,038_01,0.0442,80.4876,2,700,12.9,0,0.057,0,1,0,12.9,0,0.057,0,0.919,0,0,0,0.9429,0,0.866,0,0,0,-0.011,0,0.001,0,1.0462,0,-0.011,0,0.001,0,6.25,0,0,0,1.0325,0,6.453,0,0,0,-0.048,1,0.008,1,0.9441,1,-0.048,1,0.008,
PS114,038_01,0.0442,80.4876,1,800,13.18,0,0,0,1,0,13.18,0,0,0,0.942,0,0.002,0,0.9429,0,0.888,0,0.002,0,-0.01,0,0,0,1.0462,0,-0.01,0,0,0,6.735,0,0.078,0,1.0325,0,6.954,0,0.08,0,-0.034,1,0.001,1,0.9441,1,-0.034,1,0.001,
PS114,039_01,0.0073,80.3345,24,10,-0.065,0,0.007,0,1,0,-0.065,0,0.007,0,0.096,0,0.003,0,0.9429,0,0.091,0,0.003,0,-0.01,0,0.002,0,1.0462,0,-0.01,0,0.002,0,0.18,0,0,0,1.0325,0,0.186,0,0,0,0.027,1,0.001,1,0.9441,1,0.025,1,0.001,
PS114,039_01,0.0073,80.3345,22,20,-0.06,0,0,0,1,0,-0.06,0,0,0,0.112,0,0,0,0.9429,0,0.106,0,0,0,-0.008,0,0.001,0,1.0462,0,-0.008,0,0.001,0,0.28,0,0.014,0,1.0325,0,0.289,0,0.015,0,0.049,1,0.005,1,0.9441,1,0.046,1,0.005,
PS114,039_01,0.0073,80.3345,20,50,7.405,0,0.021,0,1,0,7.405,0,0.021,0,0.728,0,0.006,0,0.9429,0,0.686,0,0.006,0,0.115,0,0,0,1.0462,0,0.12,0,0,0,1.42,0,0.028,0,1.0325,0,1.466,0,0.029,0,2.297,1,0.01,1,0.9441,1,2.169,1,0.009,
PS114,039_01,0.0073,80.3345,18,80,11.545,0,0.021,0,1,0,11.545,0,0.021,0,0.82,0,0.004,0,0.9429,0,0.773,0,0.003,0,0.102,0,0.001,0,1.0462,0,0.106,0,0.001,0,4.53,0,0,0,1.0325,0,4.677,0,0,0,0.139,1,0.028,1,0.9441,1,0.131,1,0.027,
PS114,039_01,0.0073,80.3345,16,150,11.965,0,0.064,0,1,0,11.965,0,0.064,0,0.836,0,0.001,0,0.9429,0,0.788,0,0.001,0,-0.004,0,0.001,0,1.0462,0,-0.004,0,0.001,0,4.775,0,0.021,0,1.0325,0,4.93,0,0.022,0,-0.051,1,0.006,1,0.9441,1,-0.051,1,0.006,
PS114,039_01,0.0073,80.3345,14,280,12.265,0,0.021,0,1,0,12.265,0,0.021,0,0.859,0,0,0,0.9429,0,0.81,0,0,0,-0.002,0,0,0,1.0462,0,-0.002,0,0,0,5.145,0,0.007,0,1.0325,0,5.312,0,0.007,0,-0.062,1,0.028,1,0.9441,1,-0.062,1,0.028,
PS114,039_01,0.0073,80.3345,12,380,12.705,0,0.007,0,1,0,12.705,0,0.007,0,0.886,0,0.001,0,0.9429,0,0.835,0,0.001,0,-0.007,0,0.001,0,1.0462,0,-0.007,0,0.001,0,5.7,0,0,0,1.0325,0,5.885,0,0,0,-0.019,1,0.004,1,0.9441,1,-0.019,1,0.004,
PS114,039_01,0.0073,80.3345,10,400,12.695,0,0.021,0,1,0,12.695,0,0.021,0,0.886,0,0,0,0.9429,0,0.835,0,0,0,-0.006,0,0.001,0,1.0462,0,-0.006,0,0.001,0,5.695,0,0.049,0,1.0325,0,5.88,0,0.051,0,-0.028,1,0.004,1,0.9441,1,-0.028,1,0.004,
PS114,039_01,0.0073,80.3345,8,500,12.73,0,0.057,0,1,0,12.73,0,0.057,0,0.9,0,0.001,0,0.9429,0,0.848,0,0.001,0,-0.006,0,0.001,0,1.0462,0,-0.006,0,0.001,0,5.925,0,0.021,0,1.0325,0,6.117,0,0.022,0,-0.029,1,0.004,1,0.9441,1,-0.029,1,0.004,
PS114,039_01,0.0073,80.3345,6,600,12.915,0,0.021,0,1,0,12.915,0,0.021,0,0.919,0,0.001,0,0.9429,0,0.866,0,0.001,0,-0.007,0,0.001,0,1.0462,0,-0.007,0,0.001,0,6.175,0,0.007,0,1.0325,0,6.376,0,0.007,0,-0.011,1,0.006,1,0.9441,1,-0.011,1,0.006,
PS114,039_01,0.0073,80.3345,4,700,12.98,0,0.014,0,1,0,12.98,0,0.014,0,0.921,0,0.006,0,0.9429,0,0.868,0,0.006,0,-0.009,0,0.001,0,1.0462,0,-0.009,0,0.001,0,6.675,0,0.106,0,1.0325,0,6.892,0,0.11,0,-0.029,1,0,1,0.9441,1,-0.029,1,0,
PS114,039_01,0.0073,80.3345,2,800,13.16,0,0.014,0,1,0,13.16,0,0.014,0,0.939,0,0.006,0,0.9429,0,0.885,0,0.005,0,-0.01,0,0,0,1.0462,0,-0.01,0,0,0,6.885,0,0.007,0,1.0325,0,7.109,0,0.007,0,-0.026,1,0.004,1,0.9441,1,-0.026,1,0.004,
PS114,040_03,0.1387,80.1592,24,5,2.26,0,0.014,0,1,0,2.26,0,0.014,0,0.408,0,0,0,0.9429,0,0.385,0,0,0,0.025,0,0.001,0,1.0462,0,0.026,0,0.001,0,3.69,0,0.014,0,1.0325,0,3.81,0,0.015,0,0.161,1,0.011,1,0.9441,1,0.152,1,0.011,
PS114,040_03,0.1387,80.1592,20,12,3.03,0,0,0,1,0,3.03,0,0,0,0.442,0,0.001,0,0.9429,0,0.416,0,0.001,0,0.029,0,0,0,1.0462,0,0.03,0,0,0,3.64,0,0.014,0,1.0325,0,3.758,0,0.015,0,0.094,1,0.006,1,0.9441,1,0.088,1,0.006,
PS114,040_03,0.1387,80.1592,18,25,4.195,0,0.007,0,1,0,4.195,0,0.007,0,0.479,0,0.001,0,0.9429,0,0.451,0,0.001,0,0.047,0,0,0,1.0462,0,0.049,0,0,0,3.42,0,0.042,0,1.0325,0,3.531,0,0.044,0,0.05,1,0.001,1,0.9441,1,0.047,1,0.001,
PS114,040_03,0.1387,80.1592,16,45,5.095,0,0.021,0,1,0,5.095,0,0.021,0,0.521,0,0.005,0,0.9429,0,0.491,0,0.005,0,0.045,0,0,0,1.0462,0,0.047,0,0,0,3.555,0,0.007,0,1.0325,0,3.67,0,0.007,0,-0.015,1,0.006,1,0.9441,1,-0.015,1,0.006,
PS114,040_03,0.1387,80.1592,15,60,1.375,0,0.007,0,1,0,1.375,0,0.007,0,0.279,0,0.002,0,0.9429,0,0.263,0,0.002,0,0.021,0,0,0,1.0462,0,0.022,0,0,0,1.345,0,0.007,0,1.0325,0,1.389,0,0.007,0,0.394,1,0.01,1,0.9441,1,0.372,1,0.009,
PS114,040_03,0.1387,80.1592,14,75,4.72,0,0.014,0,1,0,4.72,0,0.014,0,0.506,0,0.001,0,0.9429,0,0.477,0,0.001,0,0.061,0,0.001,0,1.0462,0,0.063,0,0.001,0,1.885,0,0.021,0,1.0325,0,1.946,0,0.022,0,1.027,1,0.008,1,0.9441,1,0.969,1,0.007,
PS114,040_03,0.1387,80.1592,13,100,8.505,0,0.021,0,1,0,8.505,0,0.021,0,0.722,0,0.001,0,0.9429,0,0.681,0,0.001,0,0.187,0,0,0,1.0462,0,0.196,0,0,0,3.615,0,0.007,0,1.0325,0,3.732,0,0.007,0,1.465,1,0.006,1,0.9441,1,1.383,1,0.006,
PS114,040_03,0.1387,80.1592,11,250,12.315,0,0.021,0,1,0,12.315,0,0.021,0,0.855,0,0.002,0,0.9429,0,0.806,0,0.002,0,0.005,0,0.001,0,1.0462,0,0.005,0,0.001,0,5.25,0,0.042,0,1.0325,0,5.42,0,0.044,0,0.022,1,0.025,1,0.9441,1,0.021,1,0.024,
PS114,040_03,0.1387,80.1592,10,300,12.59,0,0.014,0,1,0,12.59,0,0.014,0,0.864,0,0.02,0,0.9429,0,0.815,0,0.019,0,-0.001,0,0,0,1.0462,0,-0.001,0,0,0,5.57,0,0.014,0,1.0325,0,5.751,0,0.015,0,-0.019,1,0.002,1,0.9441,1,-0.019,1,0.002,
PS114,040_03,0.1387,80.1592,9,400,12.825,0,0.021,0,1,0,12.825,0,0.021,0,0.895,0,0,0,0.9429,0,0.844,0,0,0,-0.002,0,0.001,0,1.0462,0,-0.002,0,0.001,0,5.88,0,0,0,1.0325,0,6.071,0,0,0,0.005,1,0.003,1,0.9441,1,0.005,1,0.003,
PS114,040_03,0.1387,80.1592,8,500,12.955,0,0.021,0,1,0,12.955,0,0.021,0,0.9,0,0.003,0,0.9429,0,0.849,0,0.003,0,-0.003,0,0,0,1.0462,0,-0.003,0,0,0,6.075,0,0.007,0,1.0325,0,6.272,0,0.007,0,-0.024,1,0.006,1,0.9441,1,-0.024,1,0.006,
PS114,040_03,0.1387,80.1592,7,750,13.53,0,0.014,0,1,0,13.53,0,0.014,0,0.938,0,0.006,0,0.9429,0,0.884,0,0.005,0,-0.003,0,0.001,0,1.0462,0,-0.003,0,0.001,0,6.875,0,0.007,0,1.0325,0,7.098,0,0.007,0,0.017,1,0.006,1,0.9441,1,0.016,1,0.005,
PS114,040_03,0.1387,80.1592,6,1000,13.79,0,0.028,0,1,0,13.79,0,0.028,0,0.974,0,0.003,0,0.9429,0,0.918,0,0.003,0,-0.006,0,0,0,1.0462,0,-0.006,0,0,0,7.68,0,0.014,0,1.0325,0,7.929,0,0.015,0,0.01,1,0.007,1,0.9441,1,0.009,1,0.007,
PS114,040_03,0.1387,80.1592,5,1200,14.22,0,0,0,1,0,14.22,0,0,0,1.008,0,0.004,0,0.9429,0,0.95,0,0.004,0,-0.005,0,0.002,0,1.0462,0,-0.005,0,0.002,0,8.95,0,0.057,0,1.0325,0,9.241,0,0.058,0,0.046,1,0.049,1,0.9441,1,0.043,1,0.046,
PS114,040_03,0.1387,80.1592,4,2000,15.31,0,0.042,0,1,0,15.31,0,0.042,0,1.064,0,0.003,0,0.9429,0,1.003,0,0.003,0,-0.008,0,0,0,1.0462,0,-0.008,0,0,0,11.465,0,0.035,0,1.0325,0,11.837,0,0.037,0,0.144,1,0.052,1,0.9441,1,0.136,1,0.049,
PS114,040_03,0.1387,80.1592,3,2500,15.615,0,0.064,0,1,0,15.615,0,0.064,0,1.065,0,0.002,0,0.9429,0,1.004,0,0.002,0,-0.007,0,0.001,0,1.0462,0,-0.007,0,0.001,0,11.875,0,0.007,0,1.0325,0,12.261,0,0.007,0,-0.026,1,0.001,1,0.9441,1,-0.026,1,0.001,
PS114,040_03,0.1387,80.1592,2,3054,15.31,0,0.028,0,1,0,15.31,0,0.028,0,1.054,0,0,0,0.9429,0,0.994,0,0,0,-0.01,0,0,0,1.0462,0,-0.01,0,0,0,11.885,0,0.021,0,1.0325,0,12.271,0,0.022,0,-0.098,1,0.03,1,0.9441,1,-0.098,1,0.03,
PS114,040_03,0.1387,80.1592,1,3074,15.365,0,0.035,0,1,0,15.365,0,0.035,0,1.067,0,0.004,0,0.9429,0,1.006,0,0.003,0,-0.005,0,0.003,0,1.0462,0,-0.005,0,0.003,0,11.905,0,0.021,0,1.0325,0,12.292,0,0.022,0,-0.013,1,0.129,1,0.9441,1,-0.015,1,0.126,
PS114,041_01,-0.0091,79.8313,24,10,2.65,0,0,0,1,0,2.65,0,0,0,0.414,0,0.003,0,0.9429,0,0.39,0,0.003,0,0.03,0,0,0,1,0,0.03,0,0,0,3.3,0,0.042,0,1.0197,0,3.365,0,0.043,0,0.043,1,0.001,1,0.9575,1,0.041,1,0.001,
PS114,041_01,-0.0091,79.8313,23,30,4.265,0,0.021,0,1,0,4.265,0,0.021,0,0.492,0,0,0,0.9429,0,0.464,0,0,0,0.047,0,0,0,1,0,0.047,0,0,0,3.175,0,0.021,0,1.0197,0,3.237,0,0.022,0,0.055,1,0,1,0.9575,1,0.053,1,0,
PS114,041_01,-0.0091,79.8313,22,50,4.615,0,0.021,0,1,0,4.615,0,0.021,0,0.497,0,0.002,0,0.9429,0,0.468,0,0.002,0,0.045,0,0,0,1,0,0.045,0,0,0,2.965,0,0.007,0,1.0197,0,3.023,0,0.007,0,0.11,1,0.001,1,0.9575,1,0.105,1,0.001,
PS114,041_01,-0.0091,79.8313,20,100,9.98,0,0.014,0,1,0,9.98,0,0.014,0,0.754,0,0.001,0,0.9429,0,0.71,0,0.001,0,0.008,0,0,0,1,0,0.008,0,0,0,4.96,0,0.014,0,1.0197,0,5.058,0,0.014,0,-0.015,1,0.001,1,0.9575,1,-0.015,1,0.001,
PS114,041_01,-0.0091,79.8313,18,200,12.23,0,0.042,0,1,0,12.23,0,0.042,0,0.847,0,0,0,0.9429,0,0.799,0,0,0,-0.002,0,0.001,0,1,0,-0.002,0,0.001,0,5.235,0,0.007,0,1.0197,0,5.338,0,0.007,0,-0.038,1,0.001,1,0.9575,1,-0.038,1,0.001,
PS114,041_01,-0.0091,79.8313,16,275,12.005,0,0.035,0,1,0,12.005,0,0.035,0,0.831,0,0.003,0,0.9429,0,0.784,0,0.003,0,0.002,0,0,0,1,0,0.002,0,0,0,4.815,0,0.007,0,1.0197,0,4.91,0,0.007,0,-0.014,1,0,1,0.9575,1,-0.014,1,0,
PS114,041_01,-0.0091,79.8313,14,325,12.46,0,0.014,0,1,0,12.46,0,0.014,0,0.866,0,0,0,0.9429,0,0.817,0,0,0,-0.001,0,0,0,1,0,-0.001,0,0,0,5.535,0,0.035,0,1.0197,0,5.644,0,0.036,0,-0.021,1,0.001,1,0.9575,1,-0.021,1,0.001,
PS114,041_01,-0.0091,79.8313,12,375,12.755,0,0.049,0,1,0,12.755,0,0.049,0,0.884,0,0.004,0,0.9429,0,0.833,0,0.003,0,-0.003,0,0,0,1,0,-0.003,0,0,0,5.78,0,0.071,0,1.0197,0,5.894,0,0.072,0,-0.029,1,0.003,1,0.9575,1,-0.029,1,0.003,
PS114,041_01,-0.0091,79.8313,10,400,12.705,0,0.007,0,1,0,12.705,0,0.007,0,0.888,0,0.001,0,0.9429,0,0.837,0,0.001,0,-0.005,0,0.001,0,1,0,-0.005,0,0.001,0,5.86,0,0.085,0,1.0197,0,5.975,0,0.087,0,-0.028,1,0.001,1,0.9575,1,-0.028,1,0.001,
PS114,041_01,-0.0091,79.8313,8,500,12.7,0,0.028,0,1,0,12.7,0,0.028,0,0.896,0,0,0,0.9429,0,0.845,0,0,0,-0.008,0,0,0,1,0,-0.008,0,0,0,6.165,0,0.007,0,1.0197,0,6.286,0,0.007,0,-0.036,1,0.001,1,0.9575,1,-0.036,1,0.001,
PS114,041_01,-0.0091,79.8313,6,600,12.755,0,0.064,0,1,0,12.755,0,0.064,0,0.903,0,0.001,0,0.9429,0,0.851,0,0.001,0,-0.007,0,0,0,1,0,-0.007,0,0,0,6.23,0,0.028,0,1.0197,0,6.353,0,0.029,0,-0.022,1,0.001,1,0.9575,1,-0.022,1,0.001,
PS114,041_01,-0.0091,79.8313,4,700,12.945,0,0.021,0,1,0,12.945,0,0.021,0,0.915,0,0.002,0,0.9429,0,0.862,0,0.002,0,-0.007,0,0,0,1,0,-0.007,0,0,0,6.565,0,0.007,0,1.0197,0,6.694,0,0.007,0,-0.023,1,0.003,1,0.9575,1,-0.023,1,0.003,
PS114,041_01,-0.0091,79.8313,2,800,13.01,0,0.042,0,1,0,13.01,0,0.042,0,0.925,0,0.004,0,0.9429,0,0.872,0,0.003,0,-0.009,0,0,0,1,0,-0.009,0,0,0,6.84,0,0,0,1.0197,0,6.975,0,0,0,-0.042,1,0.001,1,0.9575,1,-0.042,1,0.001,
PS114,042_01,-0.0184,79.6645,23,10,-0.15,0,0,0,1,0,-0.15,0,0,0,0.216,0,0.002,0,0.9429,0,0.203,0,0.002,0,0.006,0,0.001,0,1,0,0.006,0,0.001,0,1.645,0,0.007,0,1.0197,0,1.677,0,0.007,0,-0.065,1,0.006,1,0.9575,1,-0.065,1,0.006,
PS114,042_01,-0.0184,79.6645,22,25,3.125,0,0.007,0,1,0,3.125,0,0.007,0,0.42,0,0.004,0,0.9429,0,0.396,0,0.004,0,0.033,0,0.001,0,1,0,0.033,0,0.001,0,2.09,0,0,0,1.0197,0,2.131,0,0,0,0.534,1,0.003,1,0.9575,1,0.511,1,0.003,
PS114,042_01,-0.0184,79.6645,21,30,3.38,0,0,0,1,0,3.38,0,0,0,0.43,0,0.001,0,0.9429,0,0.405,0,0.001,0,0.038,0,0.001,0,1,0,0.038,0,0.001,0,2.135,0,0.007,0,1.0197,0,2.177,0,0.007,0,0.684,1,0.004,1,0.9575,1,0.655,1,0.004,
PS114,042_01,-0.0184,79.6645,20,50,3.05,0,0,0,1,0,3.05,0,0,0,0.391,0,0.001,0,0.9429,0,0.369,0,0.001,0,0.038,0,0.001,0,1,0,0.038,0,0.001,0,1.735,0,0.007,0,1.0197,0,1.769,0,0.007,0,0.554,1,0.001,1,0.9575,1,0.53,1,0.001,
PS114,042_01,-0.0184,79.6645,19,75,9.31,0,0.071,0,1,0,9.31,0,0.071,0,0.741,0,0.004,0,0.9429,0,0.699,0,0.004,0,0.068,0,0,0,1,0,0.068,0,0,0,4.31,0,0.014,0,1.0197,0,4.395,0,0.014,0,0.456,1,0.004,1,0.9575,1,0.437,1,0.004,
PS114,042_01,-0.0184,79.6645,18,100,11.06,0,0.028,0,1,0,11.06,0,0.028,0,0.81,0,0.004,0,0.9429,0,0.764,0,0.004,0,0.077,0,0,0,1,0,0.077,0,0,0,5.67,0,0,0,1.0197,0,5.782,0,0,0,0.072,1,0.005,1,0.9575,1,0.068,1,0.005,
PS114,042_01,-0.0184,79.6645,17,150,11.895,0,0.035,0,1,0,11.895,0,0.035,0,0.821,0,0.003,0,0.9429,0,0.774,0,0.003,0,0.019,0,0.001,0,1,0,0.019,0,0.001,0,4.845,0,0.007,0,1.0197,0,4.94,0,0.007,0,-0.042,1,0.004,1,0.9575,1,-0.042,1,0.004,
PS114,042_01,-0.0184,79.6645,16,200,11.93,0,0.042,0,1,0,11.93,0,0.042,0,0.83,0,0.003,0,0.9429,0,0.783,0,0.003,0,0,0,0,0,1,0,0,0,0,0,4.84,0,0.014,0,1.0197,0,4.935,0,0.014,0,-0.059,1,0.002,1,0.9575,1,-0.059,1,0.002,
PS114,042_01,-0.0184,79.6645,15,300,12.025,0,0.049,0,1,0,12.025,0,0.049,0,0.841,0,0.004,0,0.9429,0,0.792,0,0.003,0,0.001,0,0,0,1,0,0.001,0,0,0,5.065,0,0.021,0,1.0197,0,5.165,0,0.022,0,-0.063,1,0.001,1,0.9575,1,-0.063,1,0.001,
PS114,042_01,-0.0184,79.6645,14,325,11.995,0,0.035,0,1,0,11.995,0,0.035,0,0.839,0,0.001,0,0.9429,0,0.791,0,0.001,0,0.003,0,0.001,0,1,0,0.003,0,0.001,0,5.055,0,0.064,0,1.0197,0,5.154,0,0.065,0,-0.063,1,0.001,1,0.9575,1,-0.063,1,0.001,
PS114,042_01,-0.0184,79.6645,13,375,12.4,0,0.014,0,1,0,12.4,0,0.014,0,0.863,0,0.001,0,0.9429,0,0.814,0,0.001,0,0,0,0,0,1,0,0,0,0,0,5.515,0,0.021,0,1.0197,0,5.624,0,0.022,0,-0.07,1,0.006,1,0.9575,1,-0.07,1,0.006,
PS114,042_01,-0.0184,79.6645,12,400,12.545,0,0.007,0,1,0,12.545,0,0.007,0,0.875,0,0.001,0,0.9429,0,0.825,0,0.001,0,-0.003,0,0,0,1,0,-0.003,0,0,0,5.765,0,0.049,0,1.0197,0,5.878,0,0.05,0,-0.068,1,0.001,1,0.9575,1,-0.068,1,0.001,
PS114,042_01,-0.0184,79.6645,11,450,12.665,0,0.007,0,1,0,12.665,0,0.007,0,0.884,0,0,0,0.9429,0,0.833,0,0,0,-0.002,0,0,0,1,0,-0.002,0,0,0,5.885,0,0.007,0,1.0197,0,6.001,0,0.007,0,-0.069,1,0.004,1,0.9575,1,-0.069,1,0.004,
PS114,042_01,-0.0184,79.6645,10,525,12.775,0,0.007,0,1,0,12.775,0,0.007,0,0.901,0,0.001,0,0.9429,0,0.849,0,0.001,0,-0.003,0,0,0,1,0,-0.003,0,0,0,6.075,0,0.007,0,1.0197,0,6.195,0,0.007,0,-0.066,1,0.001,1,0.9575,1,-0.066,1,0.001,
PS114,042_01,-0.0184,79.6645,9,550,12.675,0,0.049,0,1,0,12.675,0,0.049,0,0.902,0,0.001,0,0.9429,0,0.85,0,0.001,0,-0.006,0,0.001,0,1,0,-0.006,0,0.001,0,6.11,0,0.014,0,1.0197,0,6.23,0,0.014,0,-0.067,1,0,1,0.9575,1,-0.067,1,0,
PS114,042_01,-0.0184,79.6645,8,600,12.72,0,0.014,0,1,0,12.72,0,0.014,0,0.908,0,0.002,0,0.9429,0,0.856,0,0.002,0,-0.006,0,0.001,0,1,0,-0.006,0,0.001,0,6.21,0,0.014,0,1.0197,0,6.332,0,0.014,0,-0.062,1,0.002,1,0.9575,1,-0.062,1,0.002,
PS114,042_01,-0.0184,79.6645,6,650,12.565,0,0.035,0,1,0,12.565,0,0.035,0,0.906,0,0.001,0,0.9429,0,0.854,0,0.001,0,-0.007,0,0.001,0,1,0,-0.007,0,0.001,0,6.34,0,0.014,0,1.0197,0,6.465,0,0.014,0,-0.073,1,0.001,1,0.9575,1,-0.073,1,0.001,
